Facility Name,Facility ID,State,Measure Name,Excess Readmission Ratio,Observed Readmission Rate,Expected Readmission Rate,Excess Readmissions Threshold
CRESTWOOD MEDICAL CENTER,10131,AL,READM-30-AMI-HRRP,1.102,14.5068,13.1638,Above Threshold
BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,READM-30-AMI-HRRP,1.0173,13.3742,13.1468,Above Threshold
BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,READM-30-HIP-KNEE-HRRP,1.0963,4.0489,3.6931,Above Threshold
BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,READM-30-PN-HRRP,1.0335,16.9337,16.3842,Above Threshold
BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,READM-30-HF-HRRP,1.0146,19.8834,19.5978,Above Threshold
BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,READM-30-COPD-HRRP,1.0022,21.0756,21.0288,Above Threshold
BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,READM-30-CABG-HRRP,1.0178,12.8466,12.6214,Above Threshold
SPRINGHILL MEDICAL CENTER,10144,AL,READM-30-COPD-HRRP,1.0674,17.7142,16.5954,Above Threshold
SPRINGHILL MEDICAL CENTER,10144,AL,READM-30-PN-HRRP,1.0518,16.7852,15.9579,Above Threshold
SPRINGHILL MEDICAL CENTER,10144,AL,READM-30-HF-HRRP,0.9662,19.0406,19.7065,Below Threshold
SPRINGHILL MEDICAL CENTER,10144,AL,READM-30-HIP-KNEE-HRRP,1.0532,4.049,3.8443,Above Threshold
SPRINGHILL MEDICAL CENTER,10144,AL,READM-30-AMI-HRRP,1.0861,14.0518,12.9377,Above Threshold
SPRINGHILL MEDICAL CENTER,10144,AL,READM-30-CABG-HRRP,1.0526,10.5304,10.0044,Above Threshold
EVERGREEN MEDICAL CENTER,10148,AL,READM-30-PN-HRRP,0.9658,13.9638,14.4585,Below Threshold
EVERGREEN MEDICAL CENTER,10148,AL,READM-30-HF-HRRP,1.0517,17.1576,16.3139,Above Threshold
EVERGREEN MEDICAL CENTER,10148,AL,READM-30-COPD-HRRP,0.9797,13.0958,13.3668,Below Threshold
BAPTIST MEDICAL CENTER EAST,10149,AL,READM-30-PN-HRRP,1.0138,16.2696,16.0488,Above Threshold
BAPTIST MEDICAL CENTER EAST,10149,AL,READM-30-COPD-HRRP,0.9642,18.9704,19.6745,Below Threshold
BAPTIST MEDICAL CENTER EAST,10149,AL,READM-30-HF-HRRP,1.0446,19.2416,18.4203,Above Threshold
THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,10150,AL,READM-30-HF-HRRP,1.009,17.0264,16.8752,Above Threshold
RUSSELLVILLE HOSPITAL,10158,AL,READM-30-HIP-KNEE-HRRP,1.1358,6.4367,5.6673,Above Threshold
RUSSELLVILLE HOSPITAL,10158,AL,READM-30-PN-HRRP,1.0415,14.5705,13.9897,Above Threshold
RUSSELLVILLE HOSPITAL,10158,AL,READM-30-COPD-HRRP,1.0203,17.7502,17.3977,Above Threshold
COOSA VALLEY MEDICAL CENTER,10164,AL,READM-30-PN-HRRP,0.9919,14.8412,14.9622,Below Threshold
COOSA VALLEY MEDICAL CENTER,10164,AL,READM-30-HF-HRRP,1.0187,17.0936,16.779,Above Threshold
COOSA VALLEY MEDICAL CENTER,10164,AL,READM-30-COPD-HRRP,0.9854,14.7757,14.9939,Below Threshold
JACK HUGHSTON MEMORIAL HOSPITAL,10168,AL,READM-30-HIP-KNEE-HRRP,0.9332,3.6255,3.8852,Below Threshold
ATMORE COMMUNITY HOSPITAL,10169,AL,READM-30-PN-HRRP,1.008,14.8931,14.7747,Above Threshold
ATMORE COMMUNITY HOSPITAL,10169,AL,READM-30-HF-HRRP,1.0264,18.8874,18.4009,Above Threshold
PROVIDENCE ALASKA MEDICAL CENTER,20001,AK,READM-30-CABG-HRRP,0.8227,8.7427,10.6264,Below Threshold
PROVIDENCE ALASKA MEDICAL CENTER,20001,AK,READM-30-COPD-HRRP,0.9267,18.888,20.3819,Below Threshold
PROVIDENCE ALASKA MEDICAL CENTER,20001,AK,READM-30-PN-HRRP,0.9829,16.0859,16.3652,Below Threshold
PROVIDENCE ALASKA MEDICAL CENTER,20001,AK,READM-30-HF-HRRP,0.9316,18.4791,19.8359,Below Threshold
PROVIDENCE ALASKA MEDICAL CENTER,20001,AK,READM-30-AMI-HRRP,0.9243,11.4681,12.407,Below Threshold
PROVIDENCE ALASKA MEDICAL CENTER,20001,AK,READM-30-HIP-KNEE-HRRP,1.1506,4.027,3.4998,Above Threshold
MAT-SU REGIONAL MEDICAL CENTER,20006,AK,READM-30-HIP-KNEE-HRRP,1.372,6.1995,4.5185,Above Threshold
MAT-SU REGIONAL MEDICAL CENTER,20006,AK,READM-30-PN-HRRP,0.8815,14.5558,16.512,Below Threshold
MAT-SU REGIONAL MEDICAL CENTER,20006,AK,READM-30-HF-HRRP,1.0064,20.7231,20.5913,Above Threshold
MAT-SU REGIONAL MEDICAL CENTER,20006,AK,READM-30-COPD-HRRP,0.9537,19.3936,20.3357,Below Threshold
MAT-SU REGIONAL MEDICAL CENTER,20006,AK,READM-30-AMI-HRRP,1.0235,12.8535,12.5582,Above Threshold
BARTLETT REGIONAL HOSPITAL,20008,AK,READM-30-PN-HRRP,1.0012,13.5295,13.5135,Above Threshold
BARTLETT REGIONAL HOSPITAL,20008,AK,READM-30-HIP-KNEE-HRRP,1.0407,3.1971,3.0722,Above Threshold
BARTLETT REGIONAL HOSPITAL,20008,AK,READM-30-COPD-HRRP,0.9946,16.7044,16.7955,Below Threshold
BARTLETT REGIONAL HOSPITAL,20008,AK,READM-30-HF-HRRP,1.0015,17.9541,17.9264,Above Threshold
FAIRBANKS MEMORIAL HOSPITAL,20012,AK,READM-30-PN-HRRP,0.9627,14.3804,14.9369,Below Threshold
FAIRBANKS MEMORIAL HOSPITAL,20012,AK,READM-30-HF-HRRP,0.8825,16.6974,18.9203,Below Threshold
FAIRBANKS MEMORIAL HOSPITAL,20012,AK,READM-30-AMI-HRRP,0.9736,9.9045,10.1735,Below Threshold
FAIRBANKS MEMORIAL HOSPITAL,20012,AK,READM-30-HIP-KNEE-HRRP,0.9264,2.7198,2.9359,Below Threshold
FAIRBANKS MEMORIAL HOSPITAL,20012,AK,READM-30-COPD-HRRP,1.0026,16.2906,16.2489,Above Threshold
ALASKA REGIONAL HOSPITAL,20017,AK,READM-30-AMI-HRRP,0.9578,12.1766,12.7132,Below Threshold
ALASKA REGIONAL HOSPITAL,20017,AK,READM-30-HF-HRRP,1.0176,20.5188,20.1635,Above Threshold
ALASKA REGIONAL HOSPITAL,20017,AK,READM-30-PN-HRRP,1.0666,16.2456,15.2306,Above Threshold
ALASKA REGIONAL HOSPITAL,20017,AK,READM-30-CABG-HRRP,0.9509,10.3684,10.9038,Below Threshold
ALASKA REGIONAL HOSPITAL,20017,AK,READM-30-COPD-HRRP,1.0965,18.5807,16.9458,Above Threshold
ALASKA REGIONAL HOSPITAL,20017,AK,READM-30-HIP-KNEE-HRRP,0.875,3.2009,3.6583,Below Threshold
YUKON KUSKOKWIM DELTA REG HOSPITAL,20018,AK,READM-30-PN-HRRP,0.9426,13.4392,14.2583,Below Threshold
YUKON KUSKOKWIM DELTA REG HOSPITAL,20018,AK,READM-30-HF-HRRP,0.9817,16.681,16.9922,Below Threshold
CENTRAL PENINSULA GENERAL HOSPITAL,20024,AK,READM-30-COPD-HRRP,1.0365,21.8926,21.1223,Above Threshold
CENTRAL PENINSULA GENERAL HOSPITAL,20024,AK,READM-30-HF-HRRP,1.0241,20.41,19.9306,Above Threshold
CENTRAL PENINSULA GENERAL HOSPITAL,20024,AK,READM-30-PN-HRRP,1.0592,16.0846,15.1861,Above Threshold
CENTRAL PENINSULA GENERAL HOSPITAL,20024,AK,READM-30-HIP-KNEE-HRRP,1.0158,3.6482,3.5914,Above Threshold
ALASKA NATIVE MEDICAL CENTER,20026,AK,READM-30-COPD-HRRP,0.9493,19.5131,20.5548,Below Threshold
ALASKA NATIVE MEDICAL CENTER,20026,AK,READM-30-PN-HRRP,0.9932,15.7772,15.8854,Below Threshold
ALASKA NATIVE MEDICAL CENTER,20026,AK,READM-30-HF-HRRP,0.9646,18.2532,18.9225,Below Threshold
ALASKA NATIVE MEDICAL CENTER,20026,AK,READM-30-AMI-HRRP,0.9529,10.1457,10.6469,Below Threshold
ALASKA NATIVE MEDICAL CENTER,20026,AK,READM-30-HIP-KNEE-HRRP,0.8925,3.1168,3.4921,Below Threshold
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,30002,AZ,READM-30-CABG-HRRP,0.9541,9.8745,10.3491,Below Threshold
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,30002,AZ,READM-30-HF-HRRP,0.9959,21.9855,22.0769,Below Threshold
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,30002,AZ,READM-30-COPD-HRRP,0.9399,15.3725,16.3563,Below Threshold
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,30002,AZ,READM-30-PN-HRRP,0.9814,17.5024,17.8344,Below Threshold
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,30002,AZ,READM-30-AMI-HRRP,0.8989,12.1933,13.5645,Below Threshold
TUCSON MEDICAL CENTER,30006,AZ,READM-30-HF-HRRP,1.0541,19.49,18.4901,Above Threshold
TUCSON MEDICAL CENTER,30006,AZ,READM-30-PN-HRRP,1.0336,15.9288,15.4113,Above Threshold
TUCSON MEDICAL CENTER,30006,AZ,READM-30-COPD-HRRP,0.9193,16.4677,17.9142,Below Threshold
TUCSON MEDICAL CENTER,30006,AZ,READM-30-CABG-HRRP,1.0333,9.7877,9.4725,Above Threshold
TUCSON MEDICAL CENTER,30006,AZ,READM-30-HIP-KNEE-HRRP,0.9852,3.925,3.9839,Below Threshold
TUCSON MEDICAL CENTER,30006,AZ,READM-30-AMI-HRRP,1.119,13.866,12.3917,Above Threshold
VERDE VALLEY MEDICAL CENTER,30007,AZ,READM-30-AMI-HRRP,0.9119,11.4832,12.5926,Below Threshold
VERDE VALLEY MEDICAL CENTER,30007,AZ,READM-30-COPD-HRRP,0.9606,17.4607,18.1776,Below Threshold
VERDE VALLEY MEDICAL CENTER,30007,AZ,READM-30-PN-HRRP,0.8653,12.9353,14.9484,Below Threshold
VERDE VALLEY MEDICAL CENTER,30007,AZ,READM-30-HF-HRRP,0.8299,16.9609,20.4371,Below Threshold
ST. MARY'S HOSPITAL,30010,AZ,READM-30-HF-HRRP,0.9829,17.7196,18.0282,Below Threshold
ST. MARY'S HOSPITAL,30010,AZ,READM-30-CABG-HRRP,1.0577,11.6422,11.0074,Above Threshold
ST. MARY'S HOSPITAL,30010,AZ,READM-30-PN-HRRP,0.957,14.6907,15.3502,Below Threshold
ST. MARY'S HOSPITAL,30010,AZ,READM-30-COPD-HRRP,1.0181,17.5563,17.2446,Above Threshold
ST. MARY'S HOSPITAL,30010,AZ,READM-30-AMI-HRRP,1.0031,12.126,12.0891,Above Threshold
ST JOSEPH'S HOSPITAL,30011,AZ,READM-30-PN-HRRP,0.9717,13.6924,14.0915,Below Threshold
ST JOSEPH'S HOSPITAL,30011,AZ,READM-30-HIP-KNEE-HRRP,0.902,3.9201,4.3458,Below Threshold
ST JOSEPH'S HOSPITAL,30011,AZ,READM-30-HF-HRRP,1.0519,20.1516,19.1573,Above Threshold
ST JOSEPH'S HOSPITAL,30011,AZ,READM-30-AMI-HRRP,0.988,11.9448,12.0899,Below Threshold
ST JOSEPH'S HOSPITAL,30011,AZ,READM-30-COPD-HRRP,0.9752,18.3185,18.7838,Below Threshold
YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,READM-30-PN-HRRP,1.0666,15.1359,14.1902,Above Threshold
YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,READM-30-COPD-HRRP,1.047,16.7583,16.0054,Above Threshold
YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,READM-30-HF-HRRP,1.0539,19.3297,18.3412,Above Threshold
YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,READM-30-HIP-KNEE-HRRP,0.8226,3.4348,4.1757,Below Threshold
YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,READM-30-CABG-HRRP,0.9574,8.9332,9.3303,Below Threshold
YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,READM-30-AMI-HRRP,0.8492,9.7063,11.4303,Below Threshold
YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-CABG-HRRP,1.027,11.3624,11.0641,Above Threshold
YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-PN-HRRP,1.0004,15.7145,15.7081,Above Threshold
YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-COPD-HRRP,0.9611,16.3829,17.0463,Below Threshold
YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-HIP-KNEE-HRRP,0.8958,3.9695,4.4311,Below Threshold
YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-AMI-HRRP,0.9599,12.6783,13.2083,Below Threshold
YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-HF-HRRP,1.0856,20.8895,19.2426,Above Threshold
JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,30014,AZ,READM-30-AMI-HRRP,1.0406,12.9702,12.4636,Above Threshold
JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,30014,AZ,READM-30-HF-HRRP,0.976,18.4367,18.8899,Below Threshold
JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,30014,AZ,READM-30-PN-HRRP,0.9241,15.2246,16.4753,Below Threshold
JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,30014,AZ,READM-30-COPD-HRRP,0.9438,17.0942,18.1115,Below Threshold
JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,30014,AZ,READM-30-HIP-KNEE-HRRP,1.0378,5.1121,4.9257,Above Threshold
BANNER CASA GRANDE MEDICAL CENTER,30016,AZ,READM-30-COPD-HRRP,1.1013,15.0999,13.7108,Above Threshold
BANNER CASA GRANDE MEDICAL CENTER,30016,AZ,READM-30-HF-HRRP,0.8979,16.4937,18.3699,Below Threshold
BANNER CASA GRANDE MEDICAL CENTER,30016,AZ,READM-30-PN-HRRP,1.0353,15.9007,15.3587,Above Threshold
BANNER CASA GRANDE MEDICAL CENTER,30016,AZ,READM-30-AMI-HRRP,0.9719,10.585,10.8913,Below Threshold
VALLEYWISE HEALTH MEDICAL CENTER,30022,AZ,READM-30-HF-HRRP,1.0204,22.3583,21.9118,Above Threshold
VALLEYWISE HEALTH MEDICAL CENTER,30022,AZ,READM-30-PN-HRRP,1.0254,15.9797,15.5844,Above Threshold
FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-HIP-KNEE-HRRP,0.8809,3.9382,4.4709,Below Threshold
FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-HF-HRRP,0.9177,18.0684,19.6883,Below Threshold
FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-COPD-HRRP,1.0026,17.8069,17.7607,Above Threshold
FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-PN-HRRP,0.9587,15.6944,16.3706,Below Threshold
FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-CABG-HRRP,1.1255,11.4895,10.208,Above Threshold
FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-AMI-HRRP,0.9808,11.5903,11.8176,Below Threshold
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,AZ,READM-30-HF-HRRP,0.9488,19.8344,20.9054,Below Threshold
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,AZ,READM-30-COPD-HRRP,0.9484,16.4684,17.3643,Below Threshold
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,AZ,READM-30-PN-HRRP,1.0761,17.8315,16.5702,Above Threshold
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,AZ,READM-30-AMI-HRRP,1.0307,14.2442,13.8204,Above Threshold
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,AZ,READM-30-CABG-HRRP,1.0295,11.7424,11.4056,Above Threshold
ABRAZO CENTRAL CAMPUS,30030,AZ,READM-30-PN-HRRP,0.9755,16.269,16.6775,Below Threshold
ABRAZO CENTRAL CAMPUS,30030,AZ,READM-30-HF-HRRP,0.9848,21.5798,21.9136,Below Threshold
ABRAZO CENTRAL CAMPUS,30030,AZ,READM-30-COPD-HRRP,1.0081,18.0168,17.8723,Above Threshold
CHANDLER REGIONAL MEDICAL CENTER,30036,AZ,READM-30-HIP-KNEE-HRRP,1.0721,6.1801,5.7647,Above Threshold
CHANDLER REGIONAL MEDICAL CENTER,30036,AZ,READM-30-HF-HRRP,0.9245,18.851,20.3916,Below Threshold
CHANDLER REGIONAL MEDICAL CENTER,30036,AZ,READM-30-COPD-HRRP,0.9631,17.6974,18.3755,Below Threshold
CHANDLER REGIONAL MEDICAL CENTER,30036,AZ,READM-30-AMI-HRRP,1.0093,13.0838,12.9632,Above Threshold
CHANDLER REGIONAL MEDICAL CENTER,30036,AZ,READM-30-PN-HRRP,0.9095,15.5686,17.1171,Below Threshold
CHANDLER REGIONAL MEDICAL CENTER,30036,AZ,READM-30-CABG-HRRP,1.0535,11.2629,10.6908,Above Threshold
TEMPE ST LUKES HOSPITAL,30037,AZ,READM-30-HIP-KNEE-HRRP,1.0225,4.6694,4.5669,Above Threshold
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,30038,AZ,READM-30-HIP-KNEE-HRRP,1.0292,4.3697,4.2459,Above Threshold
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,30038,AZ,READM-30-HF-HRRP,1.127,20.8681,18.5166,Above Threshold
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,30038,AZ,READM-30-COPD-HRRP,1.013,16.8919,16.6757,Above Threshold
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,30038,AZ,READM-30-AMI-HRRP,0.9768,12.6399,12.9403,Below Threshold
HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,30038,AZ,READM-30-PN-HRRP,0.9559,14.9097,15.5975,Below Threshold
CANYON VISTA MEDICAL CENTER,30043,AZ,READM-30-HF-HRRP,1.0398,18.7648,18.0473,Above Threshold
CANYON VISTA MEDICAL CENTER,30043,AZ,READM-30-HIP-KNEE-HRRP,1.0102,4.5039,4.4586,Above Threshold
CANYON VISTA MEDICAL CENTER,30043,AZ,READM-30-COPD-HRRP,1.0174,17.0198,16.7294,Above Threshold
CANYON VISTA MEDICAL CENTER,30043,AZ,READM-30-PN-HRRP,0.9575,13.9656,14.5857,Below Threshold
CANYON VISTA MEDICAL CENTER,30043,AZ,READM-30-AMI-HRRP,1.0647,11.7265,11.0141,Above Threshold
KINGMAN REGIONAL MEDICAL CENTER,30055,AZ,READM-30-PN-HRRP,1.032,16.6172,16.1015,Above Threshold
KINGMAN REGIONAL MEDICAL CENTER,30055,AZ,READM-30-HIP-KNEE-HRRP,1.1775,5.7253,4.8623,Above Threshold
KINGMAN REGIONAL MEDICAL CENTER,30055,AZ,READM-30-COPD-HRRP,0.919,15.6041,16.9801,Below Threshold
KINGMAN REGIONAL MEDICAL CENTER,30055,AZ,READM-30-HF-HRRP,0.9882,20.427,20.672,Below Threshold
KINGMAN REGIONAL MEDICAL CENTER,30055,AZ,READM-30-AMI-HRRP,0.9239,12.8311,13.8878,Below Threshold
BANNER BOSWELL MEDICAL CENTER,30061,AZ,READM-30-HF-HRRP,1.0715,21.642,20.1976,Above Threshold
BANNER BOSWELL MEDICAL CENTER,30061,AZ,READM-30-COPD-HRRP,0.9633,15.9758,16.5846,Below Threshold
BANNER BOSWELL MEDICAL CENTER,30061,AZ,READM-30-HIP-KNEE-HRRP,0.8625,4.7989,5.5638,Below Threshold
BANNER BOSWELL MEDICAL CENTER,30061,AZ,READM-30-PN-HRRP,1.0172,17.2073,16.9161,Above Threshold
BANNER BOSWELL MEDICAL CENTER,30061,AZ,READM-30-CABG-HRRP,0.985,10.6372,10.7995,Below Threshold
BANNER BOSWELL MEDICAL CENTER,30061,AZ,READM-30-AMI-HRRP,1.0448,13.9554,13.3573,Above Threshold
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,30062,AZ,READM-30-HIP-KNEE-HRRP,0.9222,4.2564,4.6156,Below Threshold
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,30062,AZ,READM-30-HF-HRRP,0.9987,19.2383,19.2638,Below Threshold
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,30062,AZ,READM-30-COPD-HRRP,0.9223,12.8854,13.9708,Below Threshold
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,30062,AZ,READM-30-PN-HRRP,0.9349,13.2467,14.169,Below Threshold
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,30062,AZ,READM-30-AMI-HRRP,1.0071,9.61,9.5419,Above Threshold
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,AZ,READM-30-PN-HRRP,0.9592,16.9454,17.6653,Below Threshold
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,AZ,READM-30-HF-HRRP,0.9812,20.9064,21.3072,Below Threshold
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,AZ,READM-30-COPD-HRRP,0.9984,18.2207,18.2505,Below Threshold
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,AZ,READM-30-AMI-HRRP,1.0499,14.7782,14.0764,Above Threshold
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,AZ,READM-30-CABG-HRRP,0.9192,11.4666,12.4745,Below Threshold
BANNER DESERT MEDICAL CENTER,30065,AZ,READM-30-PN-HRRP,1.1507,19.0628,16.5666,Above Threshold
BANNER DESERT MEDICAL CENTER,30065,AZ,READM-30-HF-HRRP,1.0461,19.8079,18.9345,Above Threshold
BANNER DESERT MEDICAL CENTER,30065,AZ,READM-30-COPD-HRRP,1.0144,20.055,19.7695,Above Threshold
BANNER DESERT MEDICAL CENTER,30065,AZ,READM-30-AMI-HRRP,1.0231,12.12,11.8467,Above Threshold
BANNER DESERT MEDICAL CENTER,30065,AZ,READM-30-CABG-HRRP,0.9314,9.3311,10.018,Below Threshold
HAVASU REGIONAL MEDICAL CENTER,30069,AZ,READM-30-HIP-KNEE-HRRP,1.0888,5.6212,5.1625,Above Threshold
HAVASU REGIONAL MEDICAL CENTER,30069,AZ,READM-30-COPD-HRRP,0.999,17.7004,17.718,Below Threshold
HAVASU REGIONAL MEDICAL CENTER,30069,AZ,READM-30-AMI-HRRP,1.0028,13.018,12.982,Above Threshold
HAVASU REGIONAL MEDICAL CENTER,30069,AZ,READM-30-PN-HRRP,0.9503,14.671,15.4379,Below Threshold
HAVASU REGIONAL MEDICAL CENTER,30069,AZ,READM-30-HF-HRRP,1.0188,19.3082,18.9522,Above Threshold
HAVASU REGIONAL MEDICAL CENTER,30069,AZ,READM-30-CABG-HRRP,1.1143,13.8018,12.3866,Above Threshold
FORT DEFIANCE INDIAN HOSPITAL,30071,AZ,READM-30-PN-HRRP,1.0269,12.1366,11.8192,Above Threshold
FORT DEFIANCE INDIAN HOSPITAL,30071,AZ,READM-30-HF-HRRP,1.0127,17.5203,17.3001,Above Threshold
TUBA CITY REGIONAL HEALTH CARE CORPORATION,30073,AZ,READM-30-PN-HRRP,1.0052,13.999,13.9262,Above Threshold
ABRAZO SCOTTSDALE CAMPUS,30083,AZ,READM-30-PN-HRRP,1.1242,16.4471,14.6295,Above Threshold
ABRAZO SCOTTSDALE CAMPUS,30083,AZ,READM-30-HF-HRRP,1.0409,19.4147,18.6512,Above Threshold
ABRAZO SCOTTSDALE CAMPUS,30083,AZ,READM-30-COPD-HRRP,0.9548,18.1528,19.0115,Below Threshold
ABRAZO SCOTTSDALE CAMPUS,30083,AZ,READM-30-HIP-KNEE-HRRP,1.0846,4.2067,3.8787,Above Threshold
CHINLE COMPREHENSIVE HEALTH CARE FACILITY,30084,AZ,READM-30-PN-HRRP,0.9982,11.1221,11.1426,Below Threshold
NORTHWEST MEDICAL CENTER,30085,AZ,READM-30-HIP-KNEE-HRRP,0.9785,4.5661,4.6667,Below Threshold
NORTHWEST MEDICAL CENTER,30085,AZ,READM-30-HF-HRRP,0.9325,16.7699,17.9836,Below Threshold
NORTHWEST MEDICAL CENTER,30085,AZ,READM-30-COPD-HRRP,1.0218,16.2684,15.922,Above Threshold
NORTHWEST MEDICAL CENTER,30085,AZ,READM-30-AMI-HRRP,0.9279,10.1658,10.956,Below Threshold
NORTHWEST MEDICAL CENTER,30085,AZ,READM-30-PN-HRRP,0.9691,15.2188,15.7033,Below Threshold
NORTHWEST MEDICAL CENTER,30085,AZ,READM-30-CABG-HRRP,1.0257,9.0051,8.7792,Above Threshold
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,30087,AZ,READM-30-HIP-KNEE-HRRP,1.1124,4.1813,3.7586,Above Threshold
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,30087,AZ,READM-30-COPD-HRRP,0.9878,17.2679,17.482,Below Threshold
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,30087,AZ,READM-30-HF-HRRP,0.9257,17.4916,18.8948,Below Threshold
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,30087,AZ,READM-30-PN-HRRP,1.0386,16.3814,15.7723,Above Threshold
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,30087,AZ,READM-30-AMI-HRRP,1.0417,12.9824,12.4628,Above Threshold
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,30087,AZ,READM-30-CABG-HRRP,1.1535,11.0293,9.5615,Above Threshold
BANNER BAYWOOD MEDICAL CENTER,30088,AZ,READM-30-HIP-KNEE-HRRP,1.0418,4.4833,4.3033,Above Threshold
BANNER BAYWOOD MEDICAL CENTER,30088,AZ,READM-30-HF-HRRP,0.9953,19.2924,19.3844,Below Threshold
BANNER BAYWOOD MEDICAL CENTER,30088,AZ,READM-30-COPD-HRRP,0.9014,15.4311,17.1184,Below Threshold
BANNER BAYWOOD MEDICAL CENTER,30088,AZ,READM-30-PN-HRRP,0.9357,15.4302,16.4914,Below Threshold
BANNER THUNDERBIRD MEDICAL CENTER,30089,AZ,READM-30-HF-HRRP,0.9068,18.4478,20.3433,Below Threshold
BANNER THUNDERBIRD MEDICAL CENTER,30089,AZ,READM-30-COPD-HRRP,0.9831,18.0004,18.3101,Below Threshold
BANNER THUNDERBIRD MEDICAL CENTER,30089,AZ,READM-30-AMI-HRRP,0.9649,13.1804,13.6602,Below Threshold
BANNER THUNDERBIRD MEDICAL CENTER,30089,AZ,READM-30-CABG-HRRP,0.9402,9.7957,10.4182,Below Threshold
BANNER THUNDERBIRD MEDICAL CENTER,30089,AZ,READM-30-PN-HRRP,1.0224,17.2239,16.8459,Above Threshold
HONORHEALTH DEER VALLEY MEDICAL CENTER,30092,AZ,READM-30-HF-HRRP,1.0403,19.9115,19.1395,Above Threshold
HONORHEALTH DEER VALLEY MEDICAL CENTER,30092,AZ,READM-30-HIP-KNEE-HRRP,0.9455,3.9045,4.1295,Below Threshold
HONORHEALTH DEER VALLEY MEDICAL CENTER,30092,AZ,READM-30-COPD-HRRP,1.0074,17.7268,17.5971,Above Threshold
HONORHEALTH DEER VALLEY MEDICAL CENTER,30092,AZ,READM-30-PN-HRRP,0.9892,15.9596,16.1344,Below Threshold
HONORHEALTH DEER VALLEY MEDICAL CENTER,30092,AZ,READM-30-CABG-HRRP,1.0341,8.4094,8.1319,Above Threshold
